enginebStandard,enginebEntity,enginebAttribute,relationshipTo,DataType,MS_DataType,Description
AP,purchaseOrderData,purchaseOrderLocalCurrency,,TEXT,string,"The currency for local reportingrequirements. See ISO 4217 coding."
AP,purchaseOrderData,purchaseOrderRequisitionId,,TEXT,string,"Identifier that is unique for each purchaseorder requisition. May require concatenationof multiple fields."
AP,purchaseOrderData,purchaseOrderUniqueId,,TEXT,string,
AP,purchaseOrderData,receiptNumbers,,TEXT,string,"The number(s) of the receipt(s) on this ""consolidated invoicerecord"". Can be a single number, a range or a list."
AP,purchaseOrderData,segment01,segmentListing.segment0XValue,TEXT,string,"Reserved segment field that can be used for profit center, division, fund, program,branch, project, and so on."
AP,purchaseOrderData,segment02,segmentListing.segment0XValue,TEXT,string,"Reserved segment field that can be used for profit center, division, fund, program,branch, project, and so on."
AP,purchaseOrderData,segment03,segmentListing.segment0XValue,TEXT,string,"Reserved segment field that can be used for profit center, division, fund, program,branch, project, and so on."
AP,purchaseOrderData,segment04,segmentListing.segment0XValue,TEXT,string,"Reserved segment field that can be used for profit center, division, fund, program,branch, project, and so on."
AP,purchaseOrderData,segment05,segmentListing.segment0XValue,TEXT,string,"Reserved segment field that can be used for profit center, division, fund, program,branch, project, and so on."
AP,purchaseOrderData,selfBillingIndicator,,TEXT,string,Indicator showing if a self-billing agreement exists between the customer and the supplier
AP,purchaseOrderData,settlementAmount,,NUMERIC,decimal,In the header's default currency.
AP,purchaseOrderData,settlementCurrencyAmount,,NUMERIC,decimal,Amount in foreign currency
AP,purchaseOrderData,settlementCurrencyCode,,TEXT,string,Three-letter currency code according to ISO 4217 standard. Example: EUR for the Euros or USD for American Dollars.
AP,purchaseOrderData,settlementExchangeRate,,NUMERIC,decimal,The exchange rate used. CurrencyAmount x ExchangeRate = Amount 
AP,purchaseOrderData,settlementPaymentMechanism,,TEXT,string,Payment mechanism 
AP,purchaseOrderData,settlementSettlementDate,,DATE,date,Date settled
AP,purchaseOrderData,settlementSettlementDiscount,,NUMERIC,decimal,Description Settlement / Other Discount
AP,purchaseOrderData,shipFromAdditionalAddressDetail,,TEXT,string,
AP,purchaseOrderData,shipFromAddressType,,TEXT,string,"Field to differentiate between multiple addresses. To indicate the type of address. Choose from the predefined enumeration. (examples: StreetAddress PostalAddress, BillingAddress)"
AP,purchaseOrderData,shipFromBuilding,,TEXT,string,
AP,purchaseOrderData,shipFromCity,,TEXT,string,
AP,purchaseOrderData,shipFromCountry,,TEXT,string,Two-letter country code according to ISO 3166-1 alpha 2 standard. Example NL for the Netherlands.
AP,purchaseOrderData,shipFromDeliveryDate,,DATE,date,Date goods are delivered
AP,purchaseOrderData,shipFromDeliveryId,,TEXT,string,Identification of the delivery
AP,purchaseOrderData,shipFromLocationId,,TEXT,string,Location of goods in warehouse
AP,purchaseOrderData,shipFromNumber,,TEXT,string,
AP,purchaseOrderData,shipFromPostalCode,,TEXT,string,
AP,purchaseOrderData,shipFromRegion,,TEXT,string,Country specific code to indicate regions / provinces within the tax authority. Preferably described according to ISO 3166-2. Example: GB-KEN for Kent county in the United Kingdom. 
AP,purchaseOrderData,shipFromStreetName,,TEXT,string,
AP,purchaseOrderData,shipFromUCR,,TEXT,string,Unique consignment reference number
AP,purchaseOrderData,shipFromWarehouseId,,TEXT,string,"Warehouse where goods held - also to identify work-in-progress, or stock-in-transit"
AP,purchaseOrderData,shipToAdditionalAddressDetail,,TEXT,string,
AP,purchaseOrderData,shipToAddressType,,TEXT,string,"Field to differentiate between multiple addresses. To indicate the type of address. Choose from the predefined enumeration. (examples: StreetAddress PostalAddress, BillingAddress)"
AP,purchaseOrderData,shipToBuilding,,TEXT,string,
AP,purchaseOrderData,shipToCity,,TEXT,string,
AP,purchaseOrderData,shipToCountry,,TEXT,string,Two-letter country code according to ISO 3166-1 alpha 2 standard. Example NL for the Netherlands.
AP,purchaseOrderData,shipToDeliveryDate,,DATE,date,Date goods are delivered
AP,purchaseOrderData,shipToDeliveryId,,TEXT,string,Identification of the delivery
AP,purchaseOrderData,shipToLocationId,,TEXT,string,Location of goods in warehouse
AP,purchaseOrderData,shipToNumber,,TEXT,string,
AP,purchaseOrderData,shipToPostalCode,,TEXT,string,
AP,purchaseOrderData,shipToRegion,,TEXT,string,Country specific code to indicate regions / provinces within the tax authority. Preferably described according to ISO 3166-2. Example: GB-KEN for Kent county in the United Kingdom. 
AP,purchaseOrderData,shipToStreetName,,TEXT,string,
AP,purchaseOrderData,shipToUCR,,TEXT,string,Unique consignment reference number
AP,purchaseOrderData,shipToWarehouseId,,TEXT,string,"Warehouse where goods held - also to identify work-in-progress, or stock-in-transit"
AP,purchaseOrderData,sourceId,sourceListing.sourceId,TEXT,string,"Posting source (code for source from which the journal entry originated, such as sales journal, cash receipts journal, general journal, payroll journal, accountant manual entry, spreadsheet, and so on)."
AP,purchaseOrderData,supplierId,supplierMasterData.supplierId,TEXT,string,"Identifier of the supplier to whom payment isdue or from whom unused credits have beenapplied. Must match theSupplier_Account_ID in theSupplier_Listing_YYYYMMDD file."
AP,purchaseOrderData,supplierName,,TEXT,string,Name of the supplier
AP,purchaseOrderData,systemEntryDateTime,,DATE,date,"The date the transaction was entered into thesystem. This is sometimes referred to as the creation date. This should be a system-generated date (rather than user-entereddate), when possible. This date does not necessarily correspond with the date of the transaction itself."
AP,purchaseOrderData,systemEntryUser,userListing.userId,TEXT,string,"User_ID (from User_Listing file) for personwho created the record."
AP,purchaseOrderData,systemId,,TEXT,string,Unique number created by the system for the document
AP,purchaseOrderData,transactionId,glDetail.transactionId,TEXT,string,"Cross-reference to GL posting. It can contain many different levels to identify the transaction. It could include cost centres such as company, division, region, group and branch/department"
AR,salesInvoiceData,approvedBy,userListing.userId,TEXT,string,User ID (from User_Listing file) for person who approved the entry.
AR,salesInvoiceData,approvedDateTime,,DATE,date,The DateTime the entry was approved.
AR,salesInvoiceData,batchId,,TEXT,string,Systems generated ID for batch
AR,salesInvoiceData,billingAddressAdditionalAddressDetail,,TEXT,string,
AR,salesInvoiceData,billingAddressAddressType,,TEXT,string,"Field to differentiate between multiple addresses. To indicate the type of address. Choose from the predefined enumeration. (examples: StreetAddress PostalAddress, BillingAddress)"
AR,salesInvoiceData,billingAddressBuilding,,TEXT,string,
AR,salesInvoiceData,billingAddressCity,,TEXT,string,
AR,salesInvoiceData,billingAddressCountry,,TEXT,string,Two-letter country code according to ISO 3166-1 alpha 2 standard. Example NL for the Netherlands.
AR,salesInvoiceData,billingAddressNumber,,TEXT,string,
AR,salesInvoiceData,billingAddressPostalCode,,TEXT,string,
AR,salesInvoiceData,billingAddressRegion,,TEXT,string,Country specific code to indicate regions / provinces within the tax authority. Preferably described according to ISO 3166-2. Example: GB-KEN for Kent county in the United Kingdom. 
AR,salesInvoiceData,billingAddressStreetName,,TEXT,string,
AR,salesInvoiceData,branchStoreNumber,,TEXT,string,"Branch or Storenumber, additional segregation of customer/supplier, used if not included as part of the customer/supplier id"
AR,salesInvoiceData,businessUnitCode,businessUnit.businessUnitCode,TEXT,string,"Used to identify the business unit, region, branch, and so on at the level that financial statements are being audited and for which the trial balance is generated. For example, you may use a code aligned with the concept of a reportable segment as defined in FASB Accounting Standards Codification (ASC) 280, Segment Reporting."
AR,salesInvoiceData,customerInfoCustomerId,customerMasterData.customerId,TEXT,string,"Identifier of the customer from whompayment is expected or to whom unusedcredits have been applied.  Must match aCustomer_Account_ID in theCustomer_Master_Listing_YYYYMMDD file."
AR,salesInvoiceData,customerInfoName,,TEXT,string,Name of the customer
AR,salesInvoiceData,glLineCreditAccountNumber,,TEXT,string,"GL account number on which the credit side of the transaction has been posted."
AR,salesInvoiceData,glLineDebitAccountNumber,,TEXT,string,"GL account number on which the debit side of the transaction has been posted."
AR,salesInvoiceData,glPostingDate,,DATE,date,Date posting to GL
AR,salesInvoiceData,glTax1CreditAccountNumber,,TEXT,string,"GL account number on which the creditside of the Tax1 transaction has beenposted."
AR,salesInvoiceData,glTax1DebitAccountNumber,,TEXT,string,"GL account number on which the debitside of the Tax1 transaction has beenposted."
AR,salesInvoiceData,glTax2CreditAccountNumber,,TEXT,string,"GL account number on which the creditside of the Tax2 transaction has beenposted."
AR,salesInvoiceData,glTax2DebitAccountNumber,,TEXT,string,"GL account number on which the debitside of the Tax2 transaction has beenposted."
AR,salesInvoiceData,glTax3CreditAccountNumber,,TEXT,string,"GL account number on which the creditside of the Tax3 transaction has beenposted."
AR,salesInvoiceData,glTax3DebitAccountNumber,,TEXT,string,"GL account number on which the debitside of the Tax3 transaction has beenposted."
AR,salesInvoiceData,groupingCode,,TEXT,string,"Grouping mechanism for related items in abatch or grouping of invoices, such as theinvoice grouping found in certain ERPsystems"
AR,salesInvoiceData,invoiceAmount,,NUMERIC,decimal,"Transaction monetary amount recorded inthe functional or group currency. No multicurrency translation should need to be performed on this amount because all transactions should be recorded in a single currency."
AR,salesInvoiceData,invoiceAmountCurrency,,NUMERIC,decimal,"The functional or group currency related to the invoice amount. See ISO 4217 coding."
AR,salesInvoiceData,invoiceAmountLocal,,NUMERIC,decimal,"Transaction monetary amount in local currency.Usually the amount seen on the original invoice document."
AR,salesInvoiceData,invoiceAmountReporting,,NUMERIC,decimal,"Transaction monetary amount recorded inthe reporting currency."
AR,salesInvoiceData,invoiceDate,,DATE,date,"The date of the invoice, regardless of the date the invoice is entered. This is the datefrom which the due date is calculated based on the invoice terms."
AR,salesInvoiceData,invoiceDocumentReference,,TEXT,string,
AR,salesInvoiceData,invoiceDueDate,,DATE,date,"The date payment is due from the customer.Aging of a receivable is usually calculated based on this date."
AR,salesInvoiceData,invoiceId,,TEXT,string,"Unique identifier for each invoice. This ID may need to be created by concatenating fields (for example, document number, document type, and year) to uniquely identify each transaction. The same ID must be used for all tables with invoice data (Invoices_Received_YYYYMMDD_YYYYMM DD, Open_Accounts_Payables_YYYYMMDD, AP_Cash_Application_YYYYMMDD_YYYYM MDD, and AP_Adjustments_YYYYMMDD_YYYYMMDD)."
AR,salesInvoiceData,invoiceLineAmountReporting,,NUMERIC,decimal,Transaction monetary amount recorded in the reporting currency.
AR,salesInvoiceData,invoiceLineLocalCurrency,,TEXT,string,"The currency for local reporting requirements. See ISO 4217 coding."
AR,salesInvoiceData,invoiceLineReportingCurrency,,TEXT,string,The reporting currency related to the invoice reporting amount for non consolidated reporting. See ISO4217 coding.
AR,salesInvoiceData,invoiceLocalCurrency,,TEXT,string,The currency for local reporting requirements. See ISO 4217 coding.
AR,salesInvoiceData,invoiceNo,,TEXT,string,Identification number for an externally generated invoice.
AR,salesInvoiceData,invoiceReportingCurrency,,TEXT,string,"The reporting currency related to the invoicereporting amount for nonconsolidatedreporting. See ISO 4217 coding."
AR,salesInvoiceData,invoiceType,,TEXT,string,"Type of invoice: Debit invoice, Credit invoice, Cash, Ticket, etc"
AR,salesInvoiceData,lineAccountId,,TEXT,string,"General Ledger Account code of the GL-revenue-account. Can be including sub-account id. It can contain many different levels to identify the Account. It could include cost centres such as company, division, region, group and branch/department."
AR,salesInvoiceData,lineAnalysisAmount,,NUMERIC,decimal,"Transaction monetary amount recorded in the functional or group currency. No multicurrency translation should need tobe performed on this amount because all transactions should be recorded in a single currency."
AR,salesInvoiceData,lineAnalysisAmountCurrencyAmount,,NUMERIC,decimal,"Transaction monetary amount in loca lcurrency."
AR,salesInvoiceData,lineAnalysisAmountCurrencyCode,,TEXT,string,"The functional or group currency relatedto the invoice amount. See ISO 4217coding."
AR,salesInvoiceData,lineAnalysisAmountExchangeRate,,NUMERIC,decimal,The exchange rate used. CurrencyAmount x ExchangeRate = Amount 
